# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200301-20200331
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
1913-watervliet-flood,22
19th-century-monographs-history-western-new-york,22
albert-wisner-public-library,22
arthur-koweek-collection-hudson-urban-renewal,22
buffalo-history-museum,22
civil-war-carte-de-visite-collection,22
corning-flood-1972,22
field_alpha_sort/C?page=1,22
greenwood-lake-public-library,22
historical-maps-ithaca-and-tompkins-county,22
network-religious-communities,22
nioga-library-system-lockport-public-library,22
palisades-interstate-park-commission,22
red-hook-postcards,22
st-marys-academy-yearbooks-collection,22
steele-memorial-library,22
wivb-tv-television-news-film-and-video-archives,22
american-humane-association-be-kind-animals-poster-collection,21
field_alpha_sort/H,21
flood-1972-genesee-river-letchworth-state-park,21
gayer-collection,21
ge-research-lab-photographs,21
george-nathan-newman-collection-photographs-vanished-and-vanishing-buffalo,21
haverstraw-ny-history-collection,21
history-waterville-collection,21
hospital-good-shepherd,21
jeffersonian-yearbooks-collection,21
maria-college,21
max-reinhardt-collection,21
nccc-yearbooks,21
pearl-river-ny-history-collection,21
residential-albany-new-york,21
tupper-lake-goff-nelson-memorial-library,21
yearbooks,21
barge-canal-construction-middle-division,20
calderone-theatre-collection,20
capital-district-radio-and-television-broadcasting,20
childwold-photograph-collection,20
empire-forester-yearbooks,20
fenimore-art-museum,20
field_alpha_sort/A,20
field_alpha_sort/R,20
field_alpha_sort/W?page=2,20
great-neck-library,20
nyh_topic/business-industry,20
nyh_topic/people,20
old-houses-north-country,20
oneida-public-library,20
plainview-old-bethpage-public-library,20
potsdam-public-museum,20
rockville-centre-library-history,20
east-meadow-collection,19
field_alpha_sort/C?page=2,19
field_alpha_sort/O,19
huntington-memorial-library,19
madden-collection,19
manhasset-public-library,19
manlius-library,19
maureen-osullivan-cushing-collection-maria-college-albany-ny,19
nehasane-park-photograph-collection,19
oswego-public-library,19
roswell-p-flower-memorial-library,19
ticonderoga-historical-society,19
westbury-local-history,19
bethpage-historical-collection,18
bryant-historic-postcards,18
collection_type/photographs,18
crane-school-music,18
east-hampton-library,18
field_alpha_sort/E,18
goshen-public-library-historical-society,18
guilderland-historical-society-collection,18
half-hollow-hills-historic-melville,18
mcgraw-historical-society,18
moss-lake-camp-photograph-collection,18
nazareth-college-yearbooks-collection,18
rochester-city-general-hospital-school-nursing-collection,18
war-1812-letters-young-mens-association,18
wayne-tucker-postcard-collection,18
bayport-bluepoint-public-library,17
collection_type/yearbooks/field_alpha_sort/M,17
field_alpha_sort/C?page=4,17
field_alpha_sort/D,17
field_alpha_sort/P?page=6,17
jamestown-and-olean-ny-city-directories-1875-1916,17
liberty-high-school-library,17
liberty-high-school-yearbooks,17
long-island-manufacturers,17
margaret-woodbury-strong-papers-1897-1969,17
maxwell-memorial-library,17
new-rochelle-public-library,17
scarsdale-public-library,17
siena-college,17
smithtown-library,17
soule-collection,17
staatsburg-library-ccc-collection,17
voorheesville-public-library,17
ward-manor-collection,17
albion-winegar-tourgee-collection,16
clarkstown-country-club,16
collection_type/yearbooks?page=1,16
college-saint-rose-archives-yearbook-collection,16
erie-canal-photograph-collection,16
farmingdale-public-library,16
field_alpha_sort/C?page=15,16
field_alpha_sort/F,16
field_alpha_sort/J?page=3,16
field_alpha_sort/W?page=1,16
hudson-fulton-celebration-1909,16
huntington-deeds,16
lake-placid-public-library,16
maris-b-pierce-papers,16
niagara-county-historical-society,16
ny-ontario-western-railway-photographs,16
nyh_topic/transportation?page=2,16
patterson-historical-society-digital-collection,16
rochester-civic-garden-center,16
somers-wright-reis-collection,16
tomkins-cove-ny-history-collection,16
tuxedo-park-historic-photographs,16
wantagh-local-history,16
adirondack-experience,15
almquist-green-lakes-collection,15
atari-coin-op-division-corporate-records-1969-2002,15
burt-loescher-collection-rogers-rangers-french-and-indian-war,15
colton-pierrepont-central-school-yearbooks-collection,15
field_alpha_sort/J?page=1,15
field_alpha_sort/N?page=4,15
frank-estabrook-collection,15
guilderland-central-school-district-collection,15
highland-hospital-1940-1949-school-nursing-during-world-war-ii,15
historic-photographs-new-rochelle,15
huntington-historical-photographs,15
john-s-apperson-jr-and-paul-schaefer-collections,15
liberator,15
lily-dale-postcards,15
marlboro-ny-history-collection,15
nyh_topic/transportation,15
photographs-mary-flagler-cary,15
plattekill-historical-society,15
polish-community-syracuse-ny,15
raquette-river-dams-oral-history-project,15
republic-aviation,15
ward-manor,15
westbury-memorial-public-library,15
yellow-fever-collection,15
civil-war-collection,14
delaware-county-historical-association,14
elting-memorial-library-haviland-heidgerd-historical-collection,14
erieville-nelson-heritage-society,14
fayetteville-free-library,14
field_alpha_sort/C?page=10,14
field_alpha_sort/C?page=3,14
field_alpha_sort/E?page=3,14
field_alpha_sort/M?page=1,14
field_alpha_sort/S?page=1,14
field_alpha_sort/U,14
ilions-era-progression-and-improvement,14
nyack-library-local-history-collection,14
old-sand-hole-church,14
pan-american-exposition-scrapbooks,14
reid-gallery-prominent-citizens-rome-new-york,14
saranac-inn-photograph-collection,14
verbal-history-erie-community-college,14
westinghouse-family-papers,14
william-k-sanford-town-library,14
1909-hudson-fulton-celebration-postcards,13
atlas-hudson-river-valley-new-york-city-troy,13
bard-college-archives-and-special-collections,13
canisius-college-andrew-l-bouwhuis-library,13
chautauqua-county-historical-society,13
columbia-greene-community-college-library-media-services,13
endicott-area-newspapers,13
field_alpha_sort/A?page=1,13
field_alpha_sort/C?page=12,13
field_alpha_sort/C?page=5,13
field_alpha_sort/C?page=6,13
field_alpha_sort/E?page=1,13
field_alpha_sort/J,13
geneva-james-g-vail-collection,13
great-neck-photographs-collection,13
historical-photographs-east-rockaway,13
history-moffat-library,13
huntington-public-library,13
ken-spooner-collection,13
nanuet-ny-history-collection,13
nyack-high-school-yearbooks,13
old-main-suny-oneonta,13
orange-county-atlas-collection,13
oswego-city-directories,13
solvay-geddes-historical-society,13
state-reservation-niagara,13
town-henrietta,13
vincent-astor-collection,13
vincent-f-seyfried-postcard-collection,13
west-hempstead-public-library,13
albany-college-pharmacy-and-health-sciences-paul-byrnes-34-archives,12
albany-institute-history-and-art,12
anti-slavery-record,12
buffalo-museum-science,12
bullis-family-collection,12
canastota-public-library,12
chemung-county-historical-society,12
chittenango-landing-canal-boat-museum,12
chittenango-landing-historic-photograph-collection,12
collection_type/yearbooks?page=5,12
corning-community-college-yearbooks-collection,12
field_alpha_sort/A?page=2,12
field_alpha_sort/A?page=3,12
field_alpha_sort/A?page=4,12
field_alpha_sort/N?page=5,12
field_alpha_sort/P?page=3,12
historic-paintings-james-prendergast-library,12
jefferson-community-college-jefferson-community-college-library,12
long-beach-high-school-yearbooks-1925-1977,12
nazareth-college,12
rhinebeck-historical-society,12
rockville-centre-historic-school-photographs,12
rudolf-steiner-library-anthroposophical-society-america,12
schuelke-collection,12
ulster-county-community-college-macdonald-dewitt-library,12
walter-t-shirley-collection,12
watervliet-public-library,12
1935-federal-improvement-aerial-survey,11
albany-ny-school-yearbooks,11
arthur-b-gregg-collection,11
bellmore-memorial-library,11
big-flats-and-chemung-county-historical-collection,11
businesses-albany-new-york,11
civil-war-letters,11
collection_type/yearbooks?page=2,11
collection_type/yearbooks?page=4,11
collection_type/yearbooks?page=6,11
county-atlas-ulster-new-york,11
crawford-collection,11
early-records-sacarissa-lodge-independent-order-odd-fellows,11
elmira-college-historical-collection,11
emily-howland-papers,11
emporium-lumber-company-photograph-collection,11
families-upstate-new-york,11
field_alpha_sort/1,11
field_alpha_sort/B?page=1,11
field_alpha_sort/B?page=4,11
field_alpha_sort/C?page=7,11
field_alpha_sort/C?page=9,11
field_alpha_sort/H?page=4,11
field_alpha_sort/N?page=8,11
field_alpha_sort/P?page=1,11
glen-cove-library,11
glen-cove-public-library-photograph-collection,11
hamilton-burr-duel-collection,11
historical-photographs-lynbrook,11
history-center-tompkins-county,11
hudson-valley-community-college,11
huntington-legal-manuscripts,11
john-scott-postcard-collection,11
junior-league-buffalo,11
library-association-rockland-county-new-city-library,11
mohawk-valley-boy-scouts-collection,11
newburgh-glebe-documents,11
niagara-county-community-college-yearbooks,11
nyh_topic/military-war,11
nyh_topic/transportation?page=1,11
oceanside-library,11
pouring-200-inch-disk-corning-glass-works,11
saranac-lake-free-library,11
tri-village-area-directories,11
wilderstein-historic-site,11
world-war-i-collection,11
albany-county-historical-association-ten-broeck-mansion,10
albany-institute-history-and-art-library-digital-images,10
albany-public-library,10
baldwinsville-yearbook-collection?fbclid=IwAR2FQUnTDxRq3lh9vDVDixX2Qm88wV8JF6wtyWXb0ShTBi3fdXcn-DTngR0,10
bard-family-papers,10
carl-schmidt-collection-two-dimensional-drawings,10
chatham-public-library,10
collection_type/yearbooks?page=3,10
east-end-historic-district-inventory-photographs,10
field_alpha_sort/B?page=8,10
field_alpha_sort/C?page=11,10
field_alpha_sort/C?page=14,10
field_alpha_sort/C?page=8,10
field_alpha_sort/E?page=2,10
field_alpha_sort/J?page=2,10
field_alpha_sort/M?page=4,10
field_alpha_sort/N?page=9,10
field_alpha_sort/P?page=5,10
field_alpha_sort/S?page=11,10
geneva-public-library-digital-collection,10
hartwick-seminary-records-hartwick-college,10
historic-huguenot-street-photographs-and-portraits,10
jennie-curtis-cannon-collection,10
jericho-public-library,10
lenox-memorial-hospital-collection,10
library-association-rockland-county-palisades-free-library,10
library-history,10
locust-historical-collection,10
nyh_topic/geography-maps,10
orangetown-historical-museum-archives,10
palisades-ny-history-collection,10
patrick-casey-collection,10
paul-smiths-college-collection,10
sacandaga-park-ny-postcard-collection,10
sardinia-historical-society,10
st-lawrence-county-historical-association,10
tappan-ny-history-collection,10
urban-renewal-albany-new-york,10
us-army-52nd-general-hospital-collection,10
village-voorheesville-historical-records,10
walworth-historical-society,10
waterbury-mill,10
wkbw-tv-television-news-film-and-video-archives,10
adirondack-mines-photograph-collection,9
alfred-university-herrick-library,9
bethpage-public-library,9
charles-rand-penney-trail,9
chautauqua-cattaraugus-library-system,9
chautauqua-cattaraugus-library-system-james-prendergast-library,9
corning-museum-glass-juliette-k-and-leonard-s-rakow-research-library,9
dudley-observatory,9
edmund-blunt-topographic-map-collection,9
family-bible-records-schoharie-county-ny,9
farmingdale-state-college-thomas-d-greenley-library,9
field_alpha_sort/A?page=5,9
field_alpha_sort/B?page=6,9
field_alpha_sort/C?page=18,9
field_alpha_sort/D?page=1,9
field_alpha_sort/I?page=1,9
field_alpha_sort/M?page=3,9
field_alpha_sort/P?page=4,9
field_alpha_sort/S?page=10,9
field_alpha_sort/S?page=4,9
field_alpha_sort/S?page=7,9
field_alpha_sort/T,9
fletcher-steele-collection,9
folk-art-and-artist-collection,9
genesee-community-college-history,9
gordon-muck-collection,9
long-beach-public-library-collection,9
manhasset-photograph-collection,9
Manhasset-Public-Library,9
massapequa-library-history-collection,9
maybrook-railroad-museum,9
montauk-library,9
nathan-s-kline-institute-psychiatric-research,9
nioga-library-system,9
nyh_topic/medicine-science-technology,9
nyh_topic/transportation?page=3,9
oceanside-library-history,9
oral-histories-hudson-river-commercial-fishermen,9
phillip-trypuc-collection,9
plattsburgh-barracks,9
political-study-club-ithaca-scrapbooks,9
postcards-syracuse-and-central-new-york,9
rochester-genealogical-society,9
rushton-collection,9
saugerties-public-library,9
scarsdale-high-school-yearbooks,9
spencerport-high-school-yearbooks,9
state-university-new-yorkoneonta-james-m-milne-library,9
twentieth-century-club-buffalo,9
union-college-aaron-j-feingold-judaica-collection,9
union-college-elizabeth-taylor-postcard-collection,9
university-rochester-memorial-art-gallery,9
violetta-white-delafield-mushroom-collection,9
1825-pivotal-year-niagara-frontier,8
abby-and-will-csaplar-lake-george-collection,8
american-pomeroy-historic-genealogical-association,8
best-threads-fashions-warwick-new-york-circa-1900,8
binary-visions-19th-century-woven-coverlets,8
boy-scouts-america-troop-73-voorheesville-new-york-collection,8
camp-russell-boy-scouts-collection,8
champlain-canal-collection,8
collection_type/yearbooks?page=8,8
culinary-institute-america-menu-collection,8
elmira-college-women’s-rights-and-suffrage-collection,8
emancipator,8
field_alpha_sort/A?page=6,8
field_alpha_sort/E?page=4,8
field_alpha_sort/E?page=5,8
field_alpha_sort/H?page=1,8
field_alpha_sort/H?page=5,8
field_alpha_sort/I,8
field_alpha_sort/M?page=2,8
field_alpha_sort/M?page=6,8
field_alpha_sort/N?page=11,8
field_alpha_sort/N?page=12,8
field_alpha_sort/N?page=6,8
field_alpha_sort/O?page=1,8
field_alpha_sort/P?page=2,8
field_alpha_sort/S?page=2,8
field_alpha_sort/S?page=3,8
field_alpha_sort/S?page=8,8
field_alpha_sort/U?page=3,8
field_alpha_sort/W?page=3,8
field_alpha_sort/W?page=5,8
field_alpha_sort/W?page=6,8
harvey-fite-collection,8
herschell-carrousel-factory-museum,8
historic-postcards-sardinia-ny,8
hofstra-university-hofstra-university-library,8
horne-collection,8
hudson-river-night-boat-collection,8
irvington-ny-history-collection,8
joseph-jacques-ramée-architectural-plans-union-college,8
kingston-ibm-years,8
library-association-rockland-county-valley-cottage-library,8
locust-grove-estate,8
main-street-businesses-middleburgh-new-york,8
middleburgh-library,8
minutes-network-religious-communities-nrc-and-predecessor-organizations,8
mmscl-maps,8
murder-pamphlet-collection,8
natural-disasters-schenectady-county,8
new-hartford-public-library,8
new-paltz-town-records,8
new-york-central-college,8
newburgh-historical-society,8
newburgh-municipal-records,8
nickell-snake-oil-collection,8
nyack-turnpike-maps-and-documents,8
nyh_topic/arts-entertainment,8
nyh_topic/daily-life,8
nyh_topic/geography-maps?page=8,8
phillip-winchester-collection,8
pictorial-history-sonnenberg,8
plattsburgh-normal-school,8
siena-college-archives-historic-photographs-collection,8
smith-and-telfer-photographic-collection,8
st-john-fisher-college?loclr=blogser,8
time_period/1950,8
troy-public-library,8
ulster-county-postcards,8
university-buffalo-libraries-digital-collections,8
utica-public-library,8
vassar-brothers-medical-center-archives,8
vassar-brothers-medical-center-history,8
volney-town-history-center,8
wells-college-louis-jefferson-long-library,8
adirondack-architectural-heritage,7
baldwinsville-yearbook-collection?fbclid=IwAR2GESEQ4_LXySSVvOTapyE_Q4ZluUT6uV3r11ajDY_PsaXFVuevFG7_BVw,7
blue-point-fire-department-collection,7
buffalo-niagara-heritage-village,7
cary-institute-ecosystem-studies,7
clarkson-family-history-collection,7
clarkson-university-history-collection,7
collection_type/yearbooks?page=7,7
daemen-college-daemen-college-library,7
daredevils-niagara-photos-writing-orrin-e-dunlap-collection,7
earlville-free-library,7
east-meadow-public-library,7
elizabeth-blackwell,7
field_alpha_sort/B?page=5,7
field_alpha_sort/C?page=13,7
field_alpha_sort/C?page=16,7
field_alpha_sort/C?page=17,7
field_alpha_sort/C?page=19,7
field_alpha_sort/D?page=2,7
field_alpha_sort/D?page=4,7
field_alpha_sort/E?page=6,7
field_alpha_sort/F?page=6,7
field_alpha_sort/H?page=11,7
field_alpha_sort/H?page=2,7
field_alpha_sort/H?page=3,7
field_alpha_sort/H?page=8,7
field_alpha_sort/N?page=10,7
field_alpha_sort/O?page=3,7
field_alpha_sort/P?page=10,7
field_alpha_sort/P?page=7,7
field_alpha_sort/P?page=8,7
field_alpha_sort/P?page=9,7
field_alpha_sort/S?page=13,7
field_alpha_sort/W?page=10,7
field_alpha_sort/W?page=4,7
franklin-d-roosevelt-library,7
harry-bruno-collection,7
henry-page-historical-files,7
henry-uihlein-scrapbook,7
hobart-and-william-smith-colleges,7
irvington-public-library,7
ithaca-college-library,7
library-history-collection,7
mabel-addis-oral-history-collection,7
margaret-hort-trudeau-sanatorium-photograph-collection,7
marty-himes-racing-collection,7
museum-village,7
n-triple-scene,7
new-york-state-womens-suffrage-exhibition-collection,7
north-country-community-college-north-country-community-college-libraries,7
nyh_topic/ethnic-groups,7
nyh_topic/transportation?page=4,7
nyh_topic/work-labor,7
port-washington-maritime-collection,7
portraits-hope-collection,7
postcards,7
rambler-newsletter,7
robert-e-hager-canal-boat-diagrams,7
rochester-regional-health-rochester-medical-museum-archvies,7
schaffer-library-postcard-collection,7
schuylerville-public-library,7
seneca-falls-historical-society,7
skaneateles-photograph-collection,7
state-university-new-york-canton-southworth-library,7
steinmetz-digital-collection-schenectady,7
suny-erie-community-college-suny-erie,7
time_period/1890,7
traditional-arts-upstate-new-york,7
tromptown-historical-society,7
union-college-william-hahn-postcard-collection,7
valley-cottage-ny-history-collection,7
vassar-brothers-hospital-school-nursing,7
village-new-york-mcgraw-history,7
washingtonville-historic-photograph-collection,7
west-monroe-historical-society,7
western-new-york-library-resources-council,7
william-thompson-howell-photographs,7
winston-c-perry-jr-collection,7
27th-division-world-war-two,6
adirondack-scenery-glass-projector-slides,6
altamont-free-library,6
baldwinsville-yearbook-collection?fbclid=IwAR1CET7CQoGhn-at9HVVsd9Bh1zawvMpQFEGsrRw_C7wiXj-b2jfCpMeu2E,6
beauchamp-branch-photodocumentation-project-1994,6
big-flats-historical-society-and-museum,6
binghamton-university-binghamton-university-libraries,6
caldwell-family-collection,6
camp-upton-postcards,6
clarke-family-correspondence,6
college-saint-rose-neil-hellman-library,6
covered-bridges-new-york-state,6
dowling-college-dowling-college-library,6
dyouville-college-architecture-buildings-grounds,6
early-education-hudson-valley,6
erma-dewitt-photographs,6
farrington-photograph-collection,6
field_alpha_sort/A?page=8,6
field_alpha_sort/B?page=3,6
field_alpha_sort/B?page=9,6
field_alpha_sort/D?page=5,6
field_alpha_sort/D?page=6,6
field_alpha_sort/F?page=1,6
field_alpha_sort/H?page=6,6
field_alpha_sort/H?page=7,6
field_alpha_sort/K,6
field_alpha_sort/M?page=5,6
field_alpha_sort/M?page=9,6
field_alpha_sort/N?page=2,6
field_alpha_sort/N?page=3,6
field_alpha_sort/N?page=7,6
field_alpha_sort/O?page=2,6
field_alpha_sort/O?page=4,6
field_alpha_sort/P?page=11,6
field_alpha_sort/R?page=1,6
field_alpha_sort/R?page=4,6
field_alpha_sort/R?page=6,6
field_alpha_sort/S?page=14,6
field_alpha_sort/S?page=5,6
field_alpha_sort/S?page=9,6
field_alpha_sort/V,6
field_alpha_sort/Z,6
george-f-johnson-memorial-library,6
glens-falls-feeder-canal,6
greenwood-lake-public-library-scrapbooks,6
greeting-cards,6
half-hollow-hills-community-library,6
highland-hospital-1889-1940,6
historic-postcards-new-rochelle,6
history-tuberculosis-crouse-hospital,6
history-village-lakewood,6
huntington-archives,6
hurricane-sandy-collection,6
keene-valley-library,6
la-bella-america-old-country-north-country,6
library-association-rockland-county-tomkins-cove-public-library,6
little-falls-public-library,6
macedon-public-library,6
mmscl-oral-histories,6
murder-pamphlet-collection-full-text,6
new-york-central-stations-buffalo-ny-scrapbook,6
newburgh-1916-assessment-photographs,6
nioga-library-system-lewiston-public-library,6
normal-leader,6
nyh_topic/agriculture,6
nyh_topic/environment-nature,6
nyh_topic/environment-nature?page=4,6
nyh_topic/transportation?page=12,6
olin-dows-collection,6
oneonta-city-directories,6
photographs-bob-wyer,6
radical-abolitionist,6
rensselaer-county-historical-society-edgar-holloway-collection-watercolors-and-prints,6
rochester-homeopathic-genesee-hospital-school-nursing-collection,6
safe-haven,6
sage-colleges,6
stamford-village-library,6
suckley-family-world-war-i-collection,6
theodore-roosevelt-inaugural-site-foundation,6
time_period/1900,6
time_period/1930,6
town-halfmoon-historians-collection,6
university-albany-suny-science-library,6
utica-college-center-historical-research,6
vassar-college-archives-special-collections-library,6
verne-morton-photograph-collection,6
washingtonville-historic-postcard-collection,6
woodstock-public-library-district,6
ZGFlbWVuLW&from=,6
albert-leffingwell-collection,5
alexis-johnson-collection,5
appellate-division-fourth-department-law-library,5
barge-canal-construction-western-division,5
bellmore-postcards,5
butler-family-papers,5
carrie-jones-family-collection,5
catskill-public-library-digital-collection,5
civil-war-letters-and-journal-charles-f-weller,5
collection_type/yearbooks?page=10,5
collection_type/yearbooks?page=9,5
