# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200401-20200430
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
vassar-brothers-medical-center-archives,7
volney-town-history-center,7
war-diaries,7
waterville-public-library,7
watson-family-photographs,7
way-we-were-town-saratoga,7
adirondack-scenic-photograph-collection,6
alfred-university-new-york-state-college-ceramics,6
american-humane-association-be-kind-animals-poster-collection,6
architecture-livingston-county-ny,6
baldwinsville-yearbook-collection?fbclid=IwAR2FQUnTDxRq3lh9vDVDixX2Qm88wV8JF6wtyWXb0ShTBi3fdXcn-DTngR0,6
baldwinsville-yearbook-collection?fbclid=IwAR3KqRThuxhKHrE48t6jMwpDURjjObk_xXnXC-XevBsHI208dgJBkBerdVc,6
big-flats-historical-society-calendars-and-publications,6
bmlvZ2EtbG&from=,6
buffalo-olmsted-parks-conservancy,6
camp-russell-boy-scouts-collection,6
canisius-college-coaches-and-sports,6
carl-schmidt-collection-two-dimensional-drawings,6
center-inquiry-center-inquiry-libraries,6
chautauqua-cattaraugus-library-system,6
collection_type/diaries,6
collection_type/scrapbooks,6
collection_type/yearbooks/field_alpha_sort/N,6
commercial-streets-albany-new-york,6
corning-community-college-yearbooks-collection,6
county-atlas-ulster-new-york,6
deruyter-town-history-postcard-collection,6
edith-b-ford-memorial-library,6
field_alpha_sort/B?page=5,6
field_alpha_sort/B?page=6,6
field_alpha_sort/B?page=8,6
field_alpha_sort/D?page=2,6
field_alpha_sort/E?page=7,6
field_alpha_sort/F?search_api_views_fulltext=Freeport,6
field_alpha_sort/G?page=2,6
field_alpha_sort/H?page=10,6
field_alpha_sort/H?page=17,6
field_alpha_sort/L?page=6,6
field_alpha_sort/L?page=8,6
field_alpha_sort/M?page=2,6
field_alpha_sort/M?page=5,6
field_alpha_sort/P?page=2,6
field_alpha_sort/P?page=5,6
field_alpha_sort/S?page=3,6
field_alpha_sort/U?page=2,6
field_alpha_sort/W?page=5,6
fletcher-steele-collection,6
general-collection,6
george-springsteen-photograph-collection,6
glen-cove-historic-postcards,6
glens-falls-feeder-canal,6
great-neck-historic-postcards,6
greenwich-free-library,6
harvey-fite-collection,6
hobart-and-william-smith-colleges,6
horton-and-morrison-family-collection,6
ithaca-college-photographs,6
james-e-horton-collection,6
judicial-portrait-collection,6
lafayette-public-library,6
lantern-slides-palisades-interstate-park-commission,6
lewis-h-brown-collection,6
locust-grove-estate,6
longwood-public-library,6
madison-county-atlases,6
manhasset-photograph-collection,6
materials-related-gallerys-1913-inaugural-year,6
new-paltz-town-records,6
newburgh-free-library-historic-images-and-documents,6
newburgh-historical-society,6
nyack-library-local-history-collection,6
nyh_topic/military-war?page=14,6
nyh_topic/military-war?page=15,6
nyh_topic/military-war?page=16,6
nyh_topic/military-war?page=4,6
nyh_topic/recreation-sports,6
oceanside-high-school-yearbooks?fbclid=IwAR3C154CaFnCd9Pl2FU-FKVPp_EWKMfmmoC0K9YEPpkK0z_4zkVn3AqQQGk,6
oriskany-village-museum,6
paul-hartzell-album,6
paul-smiths-college-collection,6
potsdam-public-museum,6
richard-linke-collection-adirondacks-re-viewed-photographs,6
rochester-architecture,6
rochester-area-cemetery-records,6
rochester-public-library,6
rockville-centre-historic-school-photographs,6
saugerties-public-library,6
schenectady-county-community-college,6
schuelke-collection,6
sports-and-recreation-schenectady-new-york,6
st-josephs-college-callahan-library,6
st-lawrence-central-school-yearbooks-collection?fbclid=IwAR1_htDil2zSecBzcntaTN3KGZslohbDGZAmedBS1mYv23eZ808tZN8VNz0,6
staatsburg-library-image-collection,6
sterling-mines-photograph-collection,6
stone-ridge-public-library,6
suny-college-brockport,6
time_period/1870,6
time_period/1910,6
time_period/1940?page=5,6
town-ballston-digital-collection,6
ulster-county-gazette-collection,6
union-college-civil-war-era-patriotic-envelopes,6
verne-morton-photograph-collection,6
views-albany-new-york,6
violetta-white-delafield-mushroom-collection,6
winston-c-perry-jr-collection,6
worlds-fair-items-dr-best-house-medical-exhibit,6
ZGFlbWVuLW&from=,6
albany-law-school-alumni,5
alexis-johnson-collection,5
alfred-university-herrick-library,5
bard-college-architecture-past-and-present,5
bayport-­‐blue-­‐point-­‐historic-­‐postcards&from=,5
belva-lockwood-manuscript-collection,5
bradford-h-divine-hunting-camp-slides-collection,5
brasher-postcards,5
carrie-jones-family-collection,5
cazenovia-college-witherill-library,5
central-square-oral-history-collection,5
chautauqua-cattaraugus-library-system-olean-public-library,5
cloudsplitter,5
collection_type/yearbooks/field_alpha_sort/E,5
colonie-new-york-cemetery-collection,5
columbia-greene-community-college-library-media-services,5
conglomerate-class-photos,5
crawford-collection,5
daniel-dumych-collection,5
donnan-farm-galway-ny,5
doughty-family,5
earlville-free-library,5
edward-m-ruttenber-collection,5
elie-shneour-collection,5
ellenville-postcard-collection,5
field_alpha_sort/1?page=1,5
field_alpha_sort/A?page=6,5
field_alpha_sort/B?page=3,5
field_alpha_sort/C?page=9,5
field_alpha_sort/F?page=5,5
field_alpha_sort/G?page=1,5
field_alpha_sort/G?page=8,5
field_alpha_sort/H?page=13,5
field_alpha_sort/I?page=2,5
field_alpha_sort/J,5
field_alpha_sort/L?page=2,5
field_alpha_sort/L?page=7,5
field_alpha_sort/L?page=9,5
field_alpha_sort/M?page=6,5
field_alpha_sort/N?page=10,5
field_alpha_sort/N?page=11,5
field_alpha_sort/N?page=5,5
field_alpha_sort/N?page=7,5
field_alpha_sort/P?page=11,5
field_alpha_sort/P?page=4,5
field_alpha_sort/S?page=13,5
field_alpha_sort/S?page=16,5
field_alpha_sort/S?page=17,5
field_alpha_sort/U?page=1,5
field_alpha_sort/W?page=10,5
floral-fete-collection,5
fulton-chain-lakes-photograph-collection,5
garden-city-general-collection,5
george-w-fenner-world-war-i-photographs-syracuse-ny-1918,5
golden-hill-school-collection,5
grace-cogswell-photograph-collection,5
greenwood-lake-public-library-obituary-files,5
guilderland-historical-society-collection,5
hamilton-public-library,5
hartwick-college-stevens-german-library,5
highland-hospital-school-nursing-scrapbooks,5
hiram-s-wilson-civil-war-letters,5
history-canisius-college,5
holland-patent-free-library,5
houghton-college-willard-j-houghton-library,5
huntington-deeds,5
jericho-historical-collection,5
jervis-public-library,5
john-s-apperson-jr-and-paul-schaefer-collections,5
justus-f-mueller-phd-papers,5
keene-historic-photographs,5
l-jameson-glass-plate-negative-collection,5
leah-catharine-deyo-jessup-collection,5
library-association-rockland-county-west-nyack-library,5
madden-collection,5
manhasset-public-library,5
maria-college-anniversary-collection,5
maybrook-switching-terminal-collection,5
museum-village,5
nccc-briefs,5
new-city-library-image-collection,5
new-paltz-town-records-digital-collection,5
new-rochelle-oral-history-collection,5
new-york-state-veteran-oral-history-collection,5
newburgh-glebe-documents,5
nioga-library-system-lewiston-public-library,5
normal-leader,5
nyh_topic/education/collection_type/yearbooks?page=1,5
nyh_topic/geography-maps?page=10,5
nyh_topic/geography-maps?page=3,5
nyh_topic/military-war?page=12,5
nyh_topic/military-war?page=13,5
nyh_topic/military-war?page=17,5
nyh_topic/people?page=2,5
nyh_topic/people?page=4,5
nyh_topic/transportation?page=13,5
obrien-building-photo-collection,5
onondaga-community-college-yearbooks,5
patrick-casey-collection,5
pearson-street-books,5
personal-war-sketches-members-ellis-post-no-52-newburgh-ny,5
platt-benson-oakley-photograph-collection,5
potsdam-fire-department,5
red-hook-town-board-minutes,5
richmond-collection,5
safe-haven,5
sally-ploof-hunter-memorial-library-yearbooks,5
seneca-ray-stoddard-adirondack-stereoviews,5
seversky,5
syracuse-polish-home-polish-heritage-library,5
ten-eyck-fonda-collection,5
ticonderoga-historical-society,5
time_period/1830?page=3,5
town-ballston-community-library,5
tuxedo-park-historic-postcards,5
ulster-county-community-college-macdonald-dewitt-library,5
ulster-county-postcards,5
union-college-elizabeth-taylor-postcard-collection,5
united-states-grand-prix-watkins-glen-collection,5
van-cura-collection,5
walworth-historical-society,5
wantagh-preservation-society,5
wayne-tucker-postcard-collection,5
webb-institute-livingston-library,5
westbury-memorial-public-library,5
western-new-york-library-resources-council,5
whitestown-seminary,5
world-war-i-era-postcard-collection,5
&from=,4
abram-lincoln-letter-collection,4
acha-postcard-collection,4
adirondack-scenery-glass-projector-slides,4
albany-law-school-architecture-collection,4
archacki-cartoons,4
art-oneida,4
bard-college-radio-wxbc,4
bayport-­‐bluepoint-­‐public-­‐library&from=,4
blue-point-fire-department-collection,4
boy-scouts-america-troop-73-voorheesville-new-york-collection,4
brentwood-pen-and-ink-drawings,4
butler-family-papers,4
canisius-college-presidents,4
capital-district-library-council,4
central-new-york-library-resources-council,4
chatham-public-library-yearbook-collection,4
clarkson-university-postcards-collection,4
collection_type/manuscripts,4
collection_type/oral-histories,4
colton-photographs,4
dewitt-community-library-history-collection,4
dowling-college-postcard-collection,4
drama-and-dance-department-collection,4
dudley-observatory-historical-archives,4
endicott-area-photographs-postcards,4
family-bible-records-schoharie-county-ny,4
field_alpha_sort/2,4
field_alpha_sort/B?page=12,4
field_alpha_sort/C?page=10,4
field_alpha_sort/C/collection_type/yearbooks,4
field_alpha_sort/C/collection_type/yearbooks?page=1,4
field_alpha_sort/C/time_period/1850,4
field_alpha_sort/D?page=3,4
field_alpha_sort/D?search_api_views_fulltext=high school,4
field_alpha_sort/F?page=6,4
field_alpha_sort/F?page=7,4
field_alpha_sort/G?page=6,4
field_alpha_sort/G?page=9,4
field_alpha_sort/H?page=16,4
field_alpha_sort/J?page=2,4
field_alpha_sort/M?page=14,4
field_alpha_sort/M?page=3,4
field_alpha_sort/M/collection_type/yearbooks,4
field_alpha_sort/N?page=1,4
field_alpha_sort/N?page=2,4
field_alpha_sort/N?page=3,4
field_alpha_sort/N?search_api_views_fulltext=Norwood,4
field_alpha_sort/O?page=5,4
field_alpha_sort/P?page=3,4
field_alpha_sort/P?page=9,4
field_alpha_sort/R?search_api_views_fulltext=&page=2,4
field_alpha_sort/S/collection_type/yearbooks,4
field_alpha_sort/S/nyh_topic/education,4
field_alpha_sort/W?page=8,4
field_alpha_sort/W?page=9,4
floods-chemung-county,4
frank-estabrook-collection,4
franklin-d-roosevelts-family-history-hudson-valley,4
george-marshall-family-photograph-collection,4
goshen-ny-postcards,4
greater-oneonta-historical-society,4
half-hollow-hills-library-history,4
harry-bruno-collection,4
hudson-valley-technical-institute-1953-1958,4
hudson-valley-visual-art-collections-consortium,4
huntington-postcard-collection,4
jennie-curtis-cannon-collection,4
junior-league-buffalo,4
knight-collection,4
lincoln-auditorium-central-high-school-programs-collection,4
long-beach-public-schools,4
longwood-scrapbooks,4
mag-publications,4
margaret-woodbury-strong-papers-1897-1969,4
mary-anne-thorne-chadeayne-collection,4
massena-central-school-yearbooks-collection?fbclid=IwAR1vvaPRztAVMdlp05ppgOtf-U7iC5PfjAMzoSk40CPUTtTiFgucEXPdK6Y,4
massena-central-school-yearbooks-collection?fbclid=IwAR28lvifqSSPfuAt9pAslAERT7IXBvZ1exjL86zdOb-cPm4crloLXW1iZos,4
massena-central-school-yearbooks-collection?fbclid=IwAR3DIsB7-Pn2A28J8jPsp2wEPmKYKXzoOMjz6O_ZBZ__Mz4E-ifuUQ3hxH8,4
mmscl-oral-histories,4
newark-area-history-and-views,4
newark-public-library,4
nyh_topic/agriculture,4
nyh_topic/community-events,4
nyh_topic/daily-life?page=1,4
nyh_topic/daily-life/nyh_topic/people,4
nyh_topic/daily-life/nyh_topic/people?page=3,4
nyh_topic/daily-life/nyh_topic/people?page=5,4
nyh_topic/education?page=1,4
nyh_topic/education/collection_type/yearbooks?page=2,4
nyh_topic/education/collection_type/yearbooks?page=6,4
nyh_topic/ethnic-groups?page=1,4
nyh_topic/ethnic-groups?page=2,4
nyh_topic/ethnic-groups?page=4,4
nyh_topic/ethnic-groups?page=6,4
nyh_topic/geography-maps?page=1,4
nyh_topic/military-war?page=10,4
nyh_topic/military-war?page=11,4
nyh_topic/military-war?page=9,4
nyh_topic/people?page=1,4
nyh_topic/people?page=14,4
nyh_topic/people?page=3,4
nyh_topic/people?page=47,4
oceansides-bicentennial-celebration,4
oneida-county-anti-slavery-petitions,4
port-jefferson-free-library,4
port-jefferson-postcards,4
public-square-collection,4
quilts-historic-huguenot-street,4
reher-center-collection,4
rochester-artists,4
sanborn-map,4
schaffer-library-postcard-collection,4
senate-house-historic-site,4
siena-college,4
sonneberg-gardens-and-mansion-state-historic-park,4
south-huntington-public-library-yearbook-collection,4
south-shore-historic-inns-hotels-and-restaurants,4
sports-st-stephens,4
st-lawrence-central-school-yearbooks-collection?fbclid=IwAR0EtpPeVh52ak9YsNnBfVJ-DVUZNi5gOXObpL43_jmvjWs75slKx3Lvl40,4
st-lawrence-lewis-board-educational-services?fbclid=IwAR3navb67LW0F28LH2Zc0aJrpH6g1bABBfBwPOIXHkMUMCwdJWzeh0F7mxE,4
stereograph-card-collection-geneva,4
suny-corning-community-college-arthur-houghton-jr-library,4
suny-geneseo?fbclid=IwAR30P1x8k0dw1e8yjbO3jsHy0Hu9HKqsibNb1Ny5K5B5mQB1FoxaPFWirW4,4
terms/user/collection_type/yearbooks,4
thousand-islands-arts-center,4
time_period/1870/time_period/1850,4
tool-collection,4
town-volney-scrapbooks,4
twentieth-century-club-buffalo,4
union-college-william-hahn-postcard-collection,4
vassar-college-archives-special-collections-library,4
war-1812-letters-young-mens-association,4
war-1812-letters-young-mens-association?fbclid=IwAR2CY1C6jWG__k0vic2560LqyzIt3n3vxVN-KoG0tojnbgqiYC8XbWbtv6w,4
watervliet-public-library,4
watson-film-scrapbook,4
west-hempstead-public-library,4
west-monroe-historical-collection,4
west-nyack-ny-history-collection,4
westgenesee&from=http://m.facebook.com/,4
women-fayetteville-collection,4
world-war-i-collection,4
albany-law-school-collection,3
altamont-ny-history-collection,3
alumni-news-and-postscript,3
american-pomeroy-historic-genealogical-association,3
baldwinsville-yearbook-collection?fbclid=IwAR2ppXrsz5EG1aJaHe2UYJ-hZYbj5eL-wf5Wjxrzmy8tx2L8661athCfkd8,3
baldwinsville-yearbook-collection?fbclid=IwAR3aLeUF-8HYn2g70U3TD-Zu9CCEvUYOE_ZQdd_x8Aq1jYU1u7-8E8bl-SI,3
black-oral-history-collection-chemung-county,3
buffalo-central-terminal-scrapbook&from=http://www.buffaloresearch.com/pix.html,3
buffalo-city-directories?fbclid=IwAR3tBqX-lRsX3d0IZ1HQ9QJoaB5iqBnEBktONXOExNJyt5o8KM8sTLJGUeM,3
buffalo-postcards?fbclid=IwAR1fpEdra9Jb8tJiTAVe5tLkqGUAJDlxzEAGGo6X4FkYv2aiYMnPmiazhww,3
buffalo-public-school-library-system,3
building-franklin-d-roosevelt-presidential-library,3
canisius-college-church-records,3
center-photography-woodstock-collection,3
charles-rand-penney-trail,3
charles-sylvester-piersaull-photographs,3
christine-ladd-franklin-diary,3
church-buildings,3
clark-rice-photography-collection,3
clarke-family-business-papers,3
collection_type/yearbooks?search_api_views_fulltext=Lake+Placid&=Go,3
collection_type/yearbooks/field_alpha_sort/B,3
collection_type/yearbooks/field_alpha_sort/G,3
collection_type/yearbooks/field_alpha_sort/H,3
collection_type/yearbooks/field_alpha_sort/H?page=1,3
commencement,3
cornwall-memories-oral-history-collection,3
covered-bridges-new-york-state,3
delaware-county-historical-association,3
dongan-charter-parade-1936-albany-new-york,3
dutcher-family-collection,3
ecumenical-wind-buffalo-history-local-council-churches-buffalo-new-york-1857-1977,3
edmund-blunt-topographic-map-collection,3
elizabeth-blackwell,3
elizabeth-ryan-collection,3
ella-wheeler-glass-plate-negatives-collection,3
family,3
field_alpha_sort/B?page=4,3
field_alpha_sort/B?page=7,3
field_alpha_sort/B?search_api_views_fulltext=buffalo,3
field_alpha_sort/C?page=16,3
field_alpha_sort/D?search_api_views_fulltext=high+school+edwards+central,3
field_alpha_sort/E?page=3,3
field_alpha_sort/E?page=4,3
field_alpha_sort/F?page=2,3
field_alpha_sort/F?page=4,3
field_alpha_sort/G?page=7,3
field_alpha_sort/G?search_api_views_fulltext=Gouverneur+,3
field_alpha_sort/H?page=11,3
field_alpha_sort/H?search_api_views_fulltext=holland+land,3
field_alpha_sort/J?page=4,3
field_alpha_sort/L/collection_type/yearbooks,3
field_alpha_sort/M?page=12,3
field_alpha_sort/M?page=7,3
field_alpha_sort/N?page=12,3
field_alpha_sort/O/collection_type/yearbooks,3
field_alpha_sort/P?page=1,3
field_alpha_sort/P?search_api_views_fulltext=Plattsburgh,3
field_alpha_sort/Q,3
field_alpha_sort/S?page=15,3
field_alpha_sort/S/nyh_topic/business-industry?search_api_views_fulltext=schenectady+county+historical+society,3
field_alpha_sort/V,3
field_alpha_sort/V?page=2,3
field_alpha_sort/W?page=11,3
field_alpha_sort/W?page=3,3
field_alpha_sort/W?page=4,3
field_alpha_sort/Y?search_api_views_fulltext=Yearbooks,3
fred-r-wolcott-photographic-collection,3
fulton-montgomery-community-college,3
galway-public-library,3
genesee-community-college-alfred-c-oconnell-library,3
genesee-valley-town-and-country-collection,3
geneva-civil-war-collection,3
george-whitfield-butts-photograph-collection,3
gill-room-postcard-collection-greenwich-ny,3
guilderland-photographs,3
high-falls-club-photograph-collection,3
highland-hospital-1889-1940,3
hilbert-college-mcgrath-library,3
historic-bayport-snapshots-time,3
historic-ithaca,3
historic-paintings-james-prendergast-library,3
historic-postcards-sardinia-ny,3
historic-red-hook?fbclid=IwAR1g7taOhiu3KyVpRX2HIFv5KzwAfrQdCcsuCVjKQg9CO8C1EqyTCPOq2-s,3
historic-red-hook?fbclid=IwAR2-Hv98D6lVrGf7ORGpB0UVQOMgms2hqY903mGCHsTEJ11pmHf5ZKSQM2Y,3
horne-collection,3
huntington-documents,3
hyde-hall,3
ilions-era-progression-and-improvement,3
james-b-preston-md-collection,3
john-burroughs-postcard-collection,3
jones-collection,3
laura-abigail-gosline-scrapbook,3
lenox-memorial-hospital-collection,3
library-association-rockland-county-nanuet-public-library,3
library-association-rockland-county-tomkins-cove-public-library,3
library-history-collection,3
lisbon-central-school-yearbooks?fbclid=IwAR1V23YMIhrLuredWxqe-890bdfvoYdKjczKmWJ8YU19ApJtRxV7dkqM1-U,3
mag-scrapbooks,3
maria-college-occupational-therapy-department-assistive-device-collection,3
mason-malone-collection,3
massena-central-school-yearbooks-collection?fbclid=IwAR3t8hXDk_4oTnzTfXPn6DLjforHBxQ5zwjTCM4s6StIBceAwq0EHtEKehc,3
militia-enrollment-scrapbook-1888-1917,3
murder-pamphlet-collection-full-text,3
n-triple-scene,3
nancy-edwards-collection,3
national-anti-slavery-standard,3
new-atlas-city-plattsburgh-ny-1916,3
newark-public-library-history,3
newburgh-1916-assessment-photographs,3
newburgh-municipal-records,3
norman-foote-surveying-photograph-collection,3
norwood-norfolk-central-school-yearbooks?fbclid=IwAR0PbVMdwdzAq_wUg2DfNm_gpQU1mg64mac5pSrXFpHQZ4WiD6hHFL6OAWk,3
nyh_topic/architecture/field_alpha_sort/G/time_period/1900,3
nyh_topic/community-events?page=1,3
nyh_topic/daily-life/nyh_topic/people?page=11,3
nyh_topic/daily-life/nyh_topic/people?page=2,3
nyh_topic/daily-life/nyh_topic/people?page=6,3
nyh_topic/daily-life/nyh_topic/people?page=7,3
nyh_topic/daily-life/nyh_topic/people/nyh_topic/community-events,3
nyh_topic/education?page=2,3
nyh_topic/education?page=3,3
nyh_topic/education?page=4,3
nyh_topic/education?search_api_views_fulltext=Yearbook,3
nyh_topic/education/collection_type/yearbooks?page=3,3
nyh_topic/education/collection_type/yearbooks?page=4,3
nyh_topic/education/collection_type/yearbooks?page=5,3
nyh_topic/environment-nature,3
nyh_topic/ethnic-groups?page=3,3
nyh_topic/ethnic-groups?page=5,3
nyh_topic/ethnic-groups?page=7,3
nyh_topic/geography-maps?page=4,3
nyh_topic/geography-maps/nyh_topic/environment-nature,3
nyh_topic/people?page=12,3
nyh_topic/people?page=16,3
nyh_topic/people?page=20,3
nyh_topic/people?page=37,3
nyh_topic/people?page=5,3
nyh_topic/people?page=6,3
nyh_topic/people?page=7,3
nyh_topic/people?page=8,3
nyh_topic/people?search_api_views_fulltext=civil+war+,3
nyh_topic/people/collection_type/yearbooks?search_api_views_fulltext=Mountain+Echo.+1952,3
nyh_topic/recreation-sports/time_period/1940,3
nyh_topic/transportation?page=3,3
nyh_topic/work-labor,3
oceanside-high-school-yearbooks?fbclid=IwAR1dR7Qwuw7fdP6phocYndD_pdugq4Zoyx7sc_0nOl0NlU002axfoIrxyGA,3
ogdensburg-city-school-district-yearbook-collection?fbclid=IwAR00NW44CGJWFLR8_mWGHs71nCoO4lSK4Cx4TX1ftFWRAlByqROtym2AcpA,3
orange-county-community-college-history-collection,3
personal-war-sketches-republic-ward-post-no-191-ellenville-ny,3
pierson-middle-school,3
port-washington-maritime-collection,3
potsdam-central-school-yearbooks-collection?fbclid=IwAR1bGmIy3NlHyY_IyUoA_saIj800aijdiylPG_ZxGKD5lNKmZX6KGG6XYzg,3
print-club-rochester,3
provincial-exile-roelof-j-eltinges-banishment-paltz,3
reher-center-immigrant-culture-and-history,3
robert-courtwright-collection,3
schenectady-county-historical-society?mc_cid=150b84eb47&mc_eid=2de685e901,3
schenectady-county-historical-society?mc_cid=d7b6c64eba&mc_eid=117e4b1963,3
second-mohonk-conference-negro-question-1891,3
skaneateles-library-association,3
south-huntington-public-library,3
south-shore-recreation,3
st-john-fisher-college?loclr=blogser,3
st-lawrence-central-school-yearbooks-collection?fbclid=IwAR1NI85IDiRcxHWpsslHAQ_1rk_FfMsMucbgtweAnS34E6eHyuNThE03o4k,3
st-lawrence-central-school-yearbooks-collection?fbclid=IwAR2fivbf-GrgiEFTrm1WzcD-pC1ohnDld5ARgEPGgXbMPYjbIHB5_W1R9Vg,3
stamford-village-library,3
suffrage-documents-new-york-state-federation-women’s-clubs,3
suny-new-paltz-college-history-collection,3
suny-schenectady-county-community-college-50th-anniversary-collection,3
syracuse-free-dispensary,3
time_period/1830,3
time_period/1980/field_alpha_sort/O,3
traditional-arts-upstate-new-york,3
troy-public-library-postcard-collection,3
union-college-frank-santaro-postcard-collection,3
urban-renewal-albany-new-york,3
user/privacy/privacy/terms?page=198,3
village-freeport-newsletters,3
ward-manor?fbclid=IwAR1qn9WhfWWSRV5CNHdsHlky35asOQ4kMAeKf134dKC4BBlcwhtWHGlxro4,3
watertown-high-school-yearbooks-collection?fbclid=IwAR0DJFKqY9aDXGpAVlmvwg-eOJl3Q_kOKXunqWUhilWcekic1_4z5aqu9pA,3
wayne-county-murals,3
west-gene&from=,3
west-genesee-yearbooks?fbclid=IwAR2MPlaOByFXphoKB-70o9FLmMHqd9d9aj7UsmEd7VFQNizx8YrrKiAkL4A,3
willard-asylum-scrapbooks,3
william-suydam-letters,3
wing-roberts-collection,3
yama-farms-collection,3
agnes-elliott-collection,2
agricola-and-paysonian-yearbooks?fbclid=IwAR2qDIZiddtzyNMa2St5LYE0xxtBjVn8zS9KSPPZG95ht6MQyScC2cCthqo,2
albany-law-school,2
allen-g-tripp-md-papers,2
almquist-green-lakes-collection?fbclid=IwAR1B6EmM01vs2hLg_Vm3tKjip4kyMNl16833gWmgnapD3bvf4_fGRbx1J3o,2
archives-holland-land-company&from=https://rcls.libapps.com/libguides/admin_c.php?g=128345&p=840382,2
art-and-artifacts,2
baldwinsville-yearbook-collection?fbclid=IwAR2GESEQ4_LXySSVvOTapyE_Q4ZluUT6uV3r11ajDY_PsaXFVuevFG7_BVw,2
baldwinsville-yearbook-collection?fbclid=IwAR2Z0-OR-A0Qz_4vGu6lwZw14d6ZCF-IBNWdY7kwaCSX5o701xAyQhespoM,2
battenkill-inspired,2
bellmore-historical-association-bellmore-memorial-library&from=,2
bellmore-postcards,2
best-threads-fashions-warwick-new-york-circa-1900,2
bob-knight-postcard-collection?fbclid=IwAR02m2M1a-69dRW3s-pyhcWSpQipgf3pd4iD_kmsNlN2x_dwTywX4B3TeEg,2
books-and-articles-collection,2
bowers-collection,2
brentwood-historical-photographs h&from=,2
brentwood-public-library?fbclid=IwAR30mUafg9DkzZ7agMa5-W8amMpuGVSXwKKHiROr3kNd-eQaDwEIlCjI6FQ,2
broome-county-public-library,2
caldwell-family-collection,2
canastota-schools-collection,2
capital-district-library-council-albany-ny,2
chautauqua-cattaraugus-library-system-lakewood-memorial-library,2
chemung-county-atlases,2
Chemung-County-Historical-Society,2
childrens-miracle-network,2
clinton-community-college-douglas-library,2
clrc-archives,2
collection_type/correspondence,2
collection_type/photographs-correspondence,2
collection_type/yearbooks?search_api_views_fulltext=Bayport+blue+point+high+school,2
collection_type/yearbooks?search_api_views_fulltext=Bayport+blue+point+high+school+2003,2
collection_type/yearbooks?search_api_views_fulltext=Bayport+high+school,2
collection_type/yearbooks?search_api_views_fulltext=cardinal,2
collection_type/yearbooks?search_api_views_fulltext=cobleskill,2
collection_type/yearbooks?search_api_views_fulltext=high+school,2
collection_type/yearbooks?search_api_views_fulltext=knox+memorial&=Go,2
collection_type/yearbooks?search_api_views_fulltext=masten+park+yearbook,2
collection_type/yearbooks?search_api_views_fulltext=Robert+francis,2
collection_type/yearbooks?search_api_views_fulltext=yearbook,2
collection_type/yearbooks?search_api_views_fulltext=yearbook&page=1,2
collection_type/yearbooks?search_api_views_fulltext=yearbook&page=2,2
collection_type/yearbooks?search_api_views_fulltext=yearbook&page=3,2
collection_type/yearbooks?search_api_views_fulltext=yearbook&page=4,2
collection_type/yearbooks?search_api_views_fulltext=yearbook&page=8,2
collection_type/yearbooks/field_alpha_sort/E/time_period/1980,2
collection_type/yearbooks/field_alpha_sort/E/time_period/1980?search_api_views_fulltext=,2
collection_type/yearbooks/field_alpha_sort/F,2
collection_type/yearbooks/field_alpha_sort/S?search_api_views_fulltext=Lake+Placid&=Go,2
collection_type/yearbooks/field_alpha_sort/T,2
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR0Mo_4ylqRSF1QK5fubU-5WSEciQBNKFa7aMNsp6nYCQ9pUXz69-BID4vI,2
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR3MFm3vpi6sgwTok6mlLsGWp4vWasNg1V7JVw8d2zt-yYmNtM1ywVzwFV4,2
courthouses-rochester-new-york,2
daemen-college-daemen-college-library,2
dutchess-community-college-history-collection,2
elizabeth-blackwell.&from=,2
elmira-college-historical-collection,2
eric-lindsay-memorial-postcard-collection,2
family?fbclid=IwAR3RYrTsSnRA-E7xut6snwfmQ_w7XJDbvfwDYIsyvj9fnDHFKD_BR4pMQak,2
field_alpha_sort/A?page=7,2
field_alpha_sort/A?page=8,2
field_alpha_sort/B?search_api_views_fulltext=baldwinsville+new+york,2
field_alpha_sort/B?search_api_views_fulltext=Brushton+moira+,2
field_alpha_sort/B?search_api_views_fulltext=Buses,2
field_alpha_sort/B/collection_type/oral-histories,2
field_alpha_sort/C?page=13,2
field_alpha_sort/C?page=14,2
field_alpha_sort/C?page=15,2
field_alpha_sort/C?page=17,2
field_alpha_sort/C?page=18,2
field_alpha_sort/C?page=19,2
field_alpha_sort/C?search_api_views_fulltext=cazenovia,2
field_alpha_sort/C?search_api_views_fulltext=Cicero,2
field_alpha_sort/C?search_api_views_fulltext=Holy+Family+,2
field_alpha_sort/C?search_api_views_fulltext=OFA+yearbook,2
field_alpha_sort/C/nyh_topic/military-war,2
field_alpha_sort/C/nyh_topic/recreation-sports,2
field_alpha_sort/D?page=4,2
field_alpha_sort/D?search_api_views_fulltext=devilog,2
field_alpha_sort/E?search_api_views_fulltext=Ellenville+high+school,2
field_alpha_sort/E/collection_type/yearbooks,2
field_alpha_sort/F?page=1,2
field_alpha_sort/F?page=3,2
field_alpha_sort/F?search_api_views_fulltext=Tannersville,2
field_alpha_sort/G?search_api_views_fulltext=Gidley's+Tavern+Newburgh,2
field_alpha_sort/G?search_api_views_fulltext=Guides,2
