# ----------------------------------------
# All Web Site Data
# Drupal-Side Statistics with Chuck
# 20200401-20200430
# ----------------------------------------

Drupal-Side Stats (Content Group),Pageviews
buffalo-city-directories?fbclid=IwAR136Jwi71gjlqW3ymjvJo9_TNCPWvtNH3W0cdM4QY2nEqt9D9ucCDO7R-w,1
buffalo-city-directories?fbclid=IwAR18DYr43KMYtPEt5ThwfqQlvPmfMj6vZ-wNquQwGM_YSal2Dx-3Fmpxy60,1
buffalo-city-directories?fbclid=IwAR1bgiRsdJXwBfV8XqonSfw3_6xYkH2mHJFDnz6s89smHmAsXqkvo8TtpVY,1
buffalo-city-directories?fbclid=IwAR1FXGkWybmrWWu8wMLqyqgj56ZKlIxKiioX0TaegIEt78-E9u38v06l358,1
buffalo-city-directories?fbclid=IwAR1zsN6BTPjwWq9ZwxdsfxCnJEL5fFPJs3_PjsyVYea_2C6DYZVt5jKuH4g,1
buffalo-city-directories?fbclid=IwAR2_kM877h-8dmOI2WDeMBi49CqbhIh-NRv6lS1xnnxyiWlbGRWvvHc1y5o,1
buffalo-city-directories?fbclid=IwAR2UrSWljzkfTR7_tAXzRliJ14gzSKx3dD81E899PkKgy-LyEesRKucw-zE,1
buffalo-city-directories?fbclid=IwAR38Ls6b0tb2mDsWn1vYbLU-9cFEkNLc62YAjQNdlvIz75X4rwS-HXhIel0,1
buffalo-city-directories?fbclid=IwAR3EKcpqwh4sL7_tZD7yDLFaIBjb9HBJDeDKaNBUsMmFkV4FnV6eFrHSdk0,1
buffalo-city-directories?fbclid=IwAR3mqCY1Yf6kj17o5j_CJ1QVFcTfKJze3s-3BIYAncLX8EPSZVVF5kXLQxQ,1
buffalo-city-directories?fbclid=IwAR3shL8Sn44Ssr9sJqljgAC3ORHpXHxxZc5X6Wi8OHqUUBKL_StuJkQgdas,1
buffalo-city-directories?fbclid=IwAR3xJ2z7m9Y7L40ZeI-hAkkvaWXx4Fvmb0FFXOJLHOP6qoNkJIamPMntN7Y,1
buffalo-city-directories?fbclid=IwAR3Xuw_TRSIxRNy9pq39DrZN55LjSANsCuSZaqZ0MIewprmb6CXlIbS3uUk,1
buffalo-postcards?fbclid=IwAR0hnHv4o9k0yfxPkv6j2h2Q3IWuMnRTkipvtP1SF3mYgTyxhK63Clu-Ak0,1
buffalo-postcards?fbclid=IwAR1mJNQX2c0bsbhdF08J_TOtj5wPIlOPHL1AWPcs6ahhGrn06UQpcGustdE,1
buffalo-postcards?fbclid=IwAR2a-L8ez8XYHhvNnBrcamAa9H-hXHX5xyB0jsL0D-O3H45GsTSzP_ya8JE,1
buffalo-postcards?fbclid=IwAR2BgJXk3UMeFZHRYQYT5vubV6KRZH9r_RiP3Aq37IOuZp6l2paTc5b4vzo,1
buffalo-postcards?fbclid=IwAR2fl-00l1FZ90v9zCg-oCdCiTBN4G9-DBj-UDLEHNml6WF4dkWUVVRg0T4,1
buffalo-postcards?fbclid=IwAR2W36e7u4nmmxe_P0ky_DSckrjghA1XqwA8SiY7Ixms0NmTNmU63JFa61M,1
buffalo-postcards?fbclid=IwAR2xSAt80mwHUl5YGKQE0vn5VyWR-7pjZEZMABHf7Llcla1vU83j_xVskpU,1
buffalo-postcards?fbclid=IwAR3ESSgRcXM5sgVhF6NpdrFDWG1wsnDDira2rEsT-suMY6nL59nY1nKYf2o,1
buffalo-postcards?fbclid=IwAR3hRJvkyhIHlYP1udzl76nf_Xqbvk5sTv280DfYmaqcWOU97QbwjWKM8QE,1
buffalo-postcards?fbclid=IwAR3I2MHBwwZpd2mQUHuff8B5sGhLkDTcSWPiPS6iwPYHhrytbLVgl8t_UAc,1
buffalo-postcards?fbclid=IwAR3Pv2DUm3K-lkjMfTC5OWdYXh-xMBrc9w3KUC2lqPPnhK-Hpu-0C-3yTa4,1
burnap-collection-english-pottery-and-porcelain,1
calvin-coolidge-paul-smiths,1
camp-upton-postcards?fbclid=IwAR1JZgxhjuU12AVXTnS1qZJH0ycbrQCLza46AQrkDdDs7UAHU_oAqsTAqLs,1
camp-upton-postcards?fbclid=IwAR3b2dp_EX3j6fMGIhw9JkkShQeDM_76iu22VOXJ3LPP5TNdnv2r3jUDr9U,1
canal-society-new-york-state?fbclid=IwAR0PqpH23pE4FytmAW7c3xM4UhZmdO3Ok5wEb0PyYRCYzQUBB7j61o2NBpg,1
canal-society-new-york-state?fbclid=IwAR0x_5LJ1jMgodB5ec3vqLjV7SRfZ8zSEcRjGy7GK-R24NNVwrE-HRpw1ww,1
central-new-york-canal-collection,1
champlain-canal-collection,1
charles-w-lanning-md-papers,1
childrens-miracle-network?fbclid=IwAR1AJb7-7MAJmH3dHznJxcg_cF0PgxBFEWtmxQXGNVQyVkCGYfCFDvlNeAY,1
childrens-miracle-network?fbclid=IwAR1HCUmY6b3dBtvUdoX3-HuthTDUVg6UVpaAMOV5PXQZVMMWuNP_YZ8d2go,1
childrens-miracle-network?fbclid=IwAR1mvaWOAtd4LhwmgbgnCuIHMvIHUmI51UxqsiiwF8QnE9ca1dPbMwVf34s,1
childrens-miracle-network?fbclid=IwAR35S3fV6MS72pwdKsyepD5-UcDVscMoYgiauY7UUCEUCwFO2JOTe1rln-E,1
childrens-miracle-network?fbclid=IwAR3sspVbzegClII4dMlPWnn6VCJJcRTvp_BFe1DoMR1b0aIHxot-1rTZOmo,1
civil-war-carte-de-visite-collection?fbclid=IwAR09ou0zqMa20w-TZWUiIvmmcbgakOnNzv3Sp2cdM-ZmbyCWsvQxgShXsDc,1
civil-war-carte-de-visite-collection?fbclid=IwAR1IZ-6PBSLfJrSyR3T6XD97b7FMRX-T7-1Ax2halcfxeZe1z91M3am9-Bg,1
civil-war-carte-de-visite-collection?fbclid=IwAR2FFX4NZX3pV2Zh_dw1x3XYprB1SuFTAIqZE4ayhB2UJEqo567SZPYmEn8,1
civil-war-letters-and-journal-charles-f-weller,1
clark-rice-photography-collection?fbclid=IwAR2vn-uKoAq7nAepi45qdrtWB4I49Yg1BOuSMu9caLWtgpp72xvnB2WqMXw,1
clarke-family-correspondence,1
clarkson-miscellaneous-collection,1
clifton-fine-central-school-yearbooks-collection?fbclid=IwAR0NoSccq_0t6joOiPoTL9aKKY5Hpw31WgYOevrV-35Ahe9TTdYgjoCFKBE,1
clifton-fine-central-school-yearbooks-collection?fbclid=IwAR0pwdUZdxrLJNPTjAVnCo06NENqXZ_OBYRyQUD53y79uDA1k9vuoEBZXQ0,1
clifton-fine-central-school-yearbooks-collection?fbclid=IwAR2EuszHQwxS5LPQS3CqY7O0g3lFgbJnUax-HLLNIorvs2ig5-uB1cy8L6w,1
clifton-fine-central-school-yearbooks-collection?fbclid=IwAR3fkyTx5COWiq6Y8p5UBBVJxsaO9b-Ah2mEgd70v_vJyXUbCnKP-aFBbE4,1
clifton-fine-central-school-yearbooks-collection?fbclid=IwAR3H7NJrKe-FV5pqFZFDF0rIMMf4cosIxsIxibUC5wNxbtxiIo_nON1fkMw,1
clifton-park-halfmoon-public-library?fbclid=IwAR0G6J2otXSzT_XSiOwVEoKxX3JMrHgapq2iTE0Dv0DrJzpi7sZbR3wQYRY,1
collection_type/books,1
collection_type/photographs?search_api_views_fulltext=,1
collection_type/photographs?search_api_views_fulltext=construction,1
collection_type/photographs?search_api_views_fulltext=Hudson,1
collection_type/photographs?search_api_views_fulltext=zabriskie,1
collection_type/photographs/nyh_topic/education,1
collection_type/postcards,1
"collection_type/yearbooks?search_api_views_fulltext=""ichabod+marvin""",1
collection_type/yearbooks?search_api_views_fulltext=A+francis,1
collection_type/yearbooks?search_api_views_fulltext=Anna+francis,1
collection_type/yearbooks?search_api_views_fulltext=buffalo,1
collection_type/yearbooks?search_api_views_fulltext=buffalo+city+directory,1
collection_type/yearbooks?search_api_views_fulltext=clarkson,1
collection_type/yearbooks?search_api_views_fulltext=Clifton Fine year book,1
collection_type/yearbooks?search_api_views_fulltext=Daemen+college+yearbook,1
collection_type/yearbooks?search_api_views_fulltext=Franklin,1
collection_type/yearbooks?search_api_views_fulltext=Grand+View&=Go,1
collection_type/yearbooks?search_api_views_fulltext=Lake Placid,1
collection_type/yearbooks?search_api_views_fulltext=Malone,1
"collection_type/yearbooks?search_api_views_fulltext=Oceanside,+NY+",1
"collection_type/yearbooks?search_api_views_fulltext=Oceanside,+NY+School+Yearbooks",1
collection_type/yearbooks?search_api_views_fulltext=Oswegatchie+picture+of+kids,1
collection_type/yearbooks?search_api_views_fulltext=Oswegatchie+School+year+books,1
collection_type/yearbooks?search_api_views_fulltext=Parishville+hopkinton,1
collection_type/yearbooks?search_api_views_fulltext=Parishville+hopkinton+2005,1
collection_type/yearbooks?search_api_views_fulltext=Parishville+hopkinton+2009,1
collection_type/yearbooks?search_api_views_fulltext=Potsdam+,1
collection_type/yearbooks?search_api_views_fulltext=Potsdam+Normal,1
collection_type/yearbooks?search_api_views_fulltext=Raiders,1
collection_type/yearbooks?search_api_views_fulltext=rhinebeck,1
collection_type/yearbooks?search_api_views_fulltext=SUNY,1
collection_type/yearbooks?search_api_views_fulltext=suny+plattsburgh,1
collection_type/yearbooks?search_api_views_fulltext=Yearbook,1
collection_type/yearbooks?search_api_views_fulltext=Yearbook&page=2,1
collection_type/yearbooks/field_alpha_sort/A,1
collection_type/yearbooks/field_alpha_sort/C?page=1,1
collection_type/yearbooks/field_alpha_sort/E?search_api_views_fulltext=Ellenville,1
collection_type/yearbooks/field_alpha_sort/E/time_period/1980?search_api_views_fulltext=yearbook,1
collection_type/yearbooks/field_alpha_sort/I,1
collection_type/yearbooks/field_alpha_sort/M?search_api_views_fulltext=Marcellus,1
collection_type/yearbooks/field_alpha_sort/M?search_api_views_fulltext=Syracuse,1
collection_type/yearbooks/field_alpha_sort/M?search_api_views_fulltext=Westhill+,1
collection_type/yearbooks/field_alpha_sort/P?search_api_views_fulltext=sandstoner,1
collection_type/yearbooks/field_alpha_sort/S?search_api_views_fulltext=Rockville+centre,1
collection_type/yearbooks/field_alpha_sort/U,1
collection_type/yearbooks/field_alpha_sort/W?search_api_views_fulltext=West+genesee,1
collection_type/yearbooks/nyh_topic/recreation-sports,1
collection_type/yearbooks/time_period/1900,1
collection_type/yearbooks/time_period/1970,1
collection_type/yearbooks/time_period/2000,1
collection_type/yearbooks/time_period/2000?page=1,1
college-medicine-class-photographs,1
college-saint-rose-archives-map-collection,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR0dJQAnB7j8aK-su6t8KANAyJFrVWKHRyHzZdtv_bioWn7qQ0r5wx3fLoQ,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR0VCEepgMLZNNvkSQvcXh2VFiComciTkc1z4eBcd0-2CzBHPUUrwGOnaGA,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR0WZZ5qcB6nb7UoGn4mbNdPylrNBT8LTVZmkd7eVBhlWOhQi3Qa027RPJ0,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR16u17lD4ldhruE7fJc6SV42HY74F1XNx4RFKg7HC36_sUEQwbY6GZvUKc,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR1r-udU_BssDiDye8CHS4hdxxSOF80WoOFSMm8lzyk5pcSvi6GNvm8DLfI,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR1Vj_o8lUbMxsdNSQIBch8QHfQvLQo8eHuhjJRqFbzl0WbA5_H4JV1GSL0,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR1XGMhNXND7toNNlSfzbMlppdCIaQMq7gtNfrnT5CX_5bsBtm4-BuPM9rg,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR2aB5TT-voGr7U_f0IiQuEXKuzYENgOE-C-rtd-RSMHb1UoX3WQUOTZFF4,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR2IWPLATgK4gcIBp6VyoQN1pzYBJQi86AWsFF8oOGAt2AjKdnmit0GPz7Y,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR2X27vwtJlw4TJ7Ub0EN3jSKlbiKZzuzMC3ZajkBNTh8syQtcddyJBYbb4,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR33DBpWgiafvMrVFWAWwXbRP5H5mbQwThUy78zl65AxCkdiNQ7F-w7JjQE,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR37GY3V9OEBCIw7p6YxWzF0BVtRCLGKGdeT4-VRy8Al0gnX5CGd0ab7CfE,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR3c-UnTdzT-YBLbeaK5ljnJK2jTIn1Nx_88aDegfh18wVwlIvG1lwb8qqA,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR3q6dIiBY4pPHTNmm6LrwC7q8VoBMkUKXFK6MBSXi6mftjCIG7kM8YB61g,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR3WxGNpbhmD0VLOPDIgP97BALumGImi52zuIuEv4A7Pk0csnVzxSVIlbu4,1
colton-pierrepont-central-school-yearbooks-collection?fbclid=IwAR3yuB0TXxjA52SeYrCFZvc4lyBYdG_zlcujlWw9FeYw-2UY7OBzjgMKRMw,1
combination-atlas-map-rockland-county-new-york,1
convivium-collection,1
Coretta-Scott-King-Collection,1
corning-community-college-arthur-houghton-jr-library&from=,1
crandall-public-library?fbclid=IwAR008CpxRNVsScVLSRzjD29mTLvz_2VXa7k-cquySgqD0dnxYRCkxcECtLQ,1
crandall-public-library?fbclid=IwAR0kSyscJyqZYYQ_KVka-iBscCOE3sgWZN3DQgtlBn1BMl1-oqj7f8pLLI8,1
crandall-public-library?fbclid=IwAR0mCdXd-ZRSppCv02XmSrFLbnKuP0zHNHqXM3Txgxxx8HiBRrgnYkD_1Wc,1
crandall-public-library?fbclid=IwAR0qDUaMJ46_MFs05NOStdoE6AcTXbWw6wVQbgHQe0kjQ3KwKA0UMtTfhW4,1
crandall-public-library?fbclid=IwAR0YH3UtEzYylp5egE7-L6pvM7Q3ysUfOdai1ej6fNALrRwdACnlwCUcWkk,1
crandall-public-library?fbclid=IwAR0Zvz9iku4Ikn3x4qFWGuZhPRxitP-2Nc9-VkQRqUCkRbMrHcqSewT6dAs,1
crandall-public-library?fbclid=IwAR11jPbIZWN1EbNrf-c0xB321eONIPf3fr1KnvZIFL-moGobRJ7v27i-rcs,1
crandall-public-library?fbclid=IwAR1RIRvx_XDmtf-6ADnptOFHk9vS6KhUr6NVFx2BNbZqWzXNloBCHQ1JNHk,1
crandall-public-library?fbclid=IwAR2JVfkpeA0bVSYf-ssaF4A3JM44gqWMgZuFK_0GKwA4KNCMhOKlZ84FASY,1
crandall-public-library?fbclid=IwAR2wZGFgRSedVDSdAzF6aZKotMNE-FZj1BKAw1Z6i-z5c1ktAD5Y1XdSMGE,1
crandall-public-library?fbclid=IwAR3HdcgpZ7ZWMGAqvvqblrEq1gVGpYsdZn8d1O4XDQMBo5BikU4Ho37AX18,1
crandall-public-library?fbclid=IwAR3X9IOSduzlA2krTbNs7-baCftun428IF5WpmD4k9W-U4ATD3jA1ZKzBWY,1
crandall-public-library?fbclid=IwAR3zb_kvSNsjF8AKCOtMqqC7qLVkhXDmuPUX4wlbnxUIbDAJLKUCqkHbkc8,1
cure-cottages-saranac-lake-ny?fbclid=IwAR01uY8MevYJaI8GXeZSAP0b-s7w5a_RAmQsYuZCWTGwVZURWUU1-irq-nM,1
cure-cottages-saranac-lake-ny?fbclid=IwAR1MHzLfVhJORcuaQ4gqsJ82iVV7_5OdOqnoRQdDrGL-khET2WGYb1Lmj3U,1
cure-cottages-saranac-lake-ny?fbclid=IwAR1SxALU_hy6DaFWNPikJH5pHJbeZ1bFXCeIiNyw_OUah1o5e9bii2h_VLg,1
cure-cottages-saranac-lake-ny?fbclid=IwAR2FncVVwuxDLQVkeDTVUOZnscuDfsxZajAqMOu6exO-NEDK-We8zXcDaXg,1
cure-cottages-saranac-lake-ny?fbclid=IwAR3Exyb3ojl-c8eqbMeUFDgYhDj-j-85la9y4qmxCXRd7kpHt52h2YpnjpQ,1
digital-long-island?fbclid=IwAR2UqOrmJ8LYqcRX2qY54a5LICZkBMp1YESrgm88CWXl-RiSj27g6GtbryI,1
directories-network-religious-communities-nrc-and-predecessor-organizations,1
dr-austin-flint-collection,1
dunham-family-collection,1
dyouville-college-montante-family-library?fbclid=IwAR0d8kAKv_krhyZWMQFjANPPO1OD2NcXapaMvpUIMpUG9puo0Z-1JnbY24E,1
early-cooking-hudson-valley&from=,1
Endicott-area-Photographs-Postcards,1
episcopal-diocese-central-new-york,1
erie-community-college-erie-community-college-library-north-campus&from=,1
family?fbclid=IwAR2l1_T-jcWDa-z0_ponnsT9wzdipEFYbGCTCKNiZaBn0tJARIfdTt3YOKE,1
fay-scrapbooks,1
fayetteville-free-library?fbclid=IwAR043zJkiG1djQsJ4iIJ0hfdEb_Rt6lkm5STZkWgrOD-L_IalUsh4VXuHus,1
fayetteville-free-library?fbclid=IwAR0GUglMEuCb7CIOUwJ4OlwTJncP5m44jRNM81jICx50n-5KpVYnXM0fv0Q,1
fayetteville-free-library?fbclid=IwAR0zDULI_fA0E76zYvwYIaQrg6sVnh4TKricg7z9i4vwjKYgPNv-eA1UsOU,1
fayetteville-free-library?fbclid=IwAR18RVfAez_pNHOEO1lXY60qHiF6EdTCPiurNK1fE4VZAq9K2eyG-OKw5mE,1
fayetteville-free-library?fbclid=IwAR1IfeQe7VVqt2654RsCg8GWqBD66WXMhyYFNbA7pSS1eU6RxXkoMplG9so,1
fayetteville-free-library?fbclid=IwAR1V1x-2JmfGlH9AfKrZsBclke8zlPTD66DVIlVNmEMNPNtK0miGdqgAr9Q,1
fayetteville-free-library?fbclid=IwAR2zuoR3fi7v9z3_-MTMxaBJh8yOUCAmTnKTOk6yLqfqW4FcHzh0xsA5FDc,1
fayetteville-free-library?fbclid=IwAR3jtzsJ2zxlhNRHab26-IlYfvYmdPPYQNI-lT0PKsVFQUiP7QaxwWOt8Q8,1
fayetteville-free-library?fbclid=IwAR3LqlwRE3tj92C96xo6Eab3RGmr7gEZ7oqWlNRnyicm08fzyWFgHhD9tAk,1
fayetteville-free-library?fbclid=IwAR3lsYvDqIQZrkvnTI7H2PJ_pAtc3JSxnll76wRP31f2Jnzj10oYSZHMlDI,1
field_alpha_sort/1?search_api_views_fulltext=1965+ufa+year+book,1
field_alpha_sort/A?search_api_views_fulltext=Abraham+lincoln+brigade,1
field_alpha_sort/A?search_api_views_fulltext=adirondack+experience,1
field_alpha_sort/A?search_api_views_fulltext=ALBA,1
field_alpha_sort/A?search_api_views_fulltext=Albany,1
field_alpha_sort/A?search_api_views_fulltext=Albany&page=1,1
field_alpha_sort/A?search_api_views_fulltext=arnold+constable,1
field_alpha_sort/A?search_api_views_fulltext=map,1
field_alpha_sort/A/time_period/1970,1
field_alpha_sort/B?search_api_views_fulltext=,1
field_alpha_sort/B?search_api_views_fulltext=baldwinsville,1
field_alpha_sort/B?search_api_views_fulltext=birth+records,1
field_alpha_sort/B?search_api_views_fulltext=Bronx+transit,1
field_alpha_sort/B?search_api_views_fulltext=Brushton,1
field_alpha_sort/B?search_api_views_fulltext=buffalo+1908,1
field_alpha_sort/B?search_api_views_fulltext=Buffalo+Directories,1
field_alpha_sort/B?search_api_views_fulltext=haverling,1
field_alpha_sort/B?search_api_views_fulltext=schodack,1
field_alpha_sort/B?search_api_views_fulltext=yearbook,1
field_alpha_sort/B/collection_type/yearbooks?search_api_views_fulltext=,1
field_alpha_sort/B/nyh_topic/business-industry,1
field_alpha_sort/B/nyh_topic/education,1
field_alpha_sort/C?search_api_views_fulltext= yearbook,1
field_alpha_sort/C?search_api_views_fulltext=2001+Colton+,1
field_alpha_sort/C?search_api_views_fulltext=Camillus+,1
field_alpha_sort/C?search_api_views_fulltext=christopher,1
field_alpha_sort/C?search_api_views_fulltext=civil+war,1
field_alpha_sort/C?search_api_views_fulltext=Clift,1
field_alpha_sort/C?search_api_views_fulltext=coast+guard,1
field_alpha_sort/C?search_api_views_fulltext=cortland,1
field_alpha_sort/C?search_api_views_fulltext=crusader,1
field_alpha_sort/C?search_api_views_fulltext=high school,1
field_alpha_sort/C?search_api_views_fulltext=holy+family+,1
field_alpha_sort/C?search_api_views_fulltext=map,1
field_alpha_sort/C?search_api_views_fulltext=North+syracuse,1
field_alpha_sort/C?search_api_views_fulltext=st.+lawrence+central,1
field_alpha_sort/C?search_api_views_fulltext=Steuben+County+,1
field_alpha_sort/C?search_api_views_fulltext=Yearbooks,1
field_alpha_sort/C/collection_type/yearbooks?search_api_views_fulltext=Carthadian,1
field_alpha_sort/C/collection_type/yearbooks?search_api_views_fulltext=Sally+ploof,1
field_alpha_sort/C/nyh_topic/recreation-sports?page=1,1
field_alpha_sort/D?page=5,1
field_alpha_sort/D?search_api_views_fulltext=Darien+map,1
field_alpha_sort/D?search_api_views_fulltext=Dobbs+Ferry,1
field_alpha_sort/D?search_api_views_fulltext=ogdensburg+free+academy,1
field_alpha_sort/D?search_api_views_fulltext=Ogdensburg+yearbook,1
field_alpha_sort/E?search_api_views_fulltext=1909,1
field_alpha_sort/E?search_api_views_fulltext=east+hampton,1
field_alpha_sort/E?search_api_views_fulltext=east+syracuse,1
field_alpha_sort/E?search_api_views_fulltext=east+syracuse-minoa,1
field_alpha_sort/E?search_api_views_fulltext=EAst+syracuse+minoa,1
field_alpha_sort/E?search_api_views_fulltext=Edwards,1
field_alpha_sort/E?search_api_views_fulltext=EDwards+Knox,1
field_alpha_sort/E?search_api_views_fulltext=EKCS,1
field_alpha_sort/E?search_api_views_fulltext=Ellenville,1
field_alpha_sort/E?search_api_views_fulltext=emporium+lumber,1
field_alpha_sort/E?search_api_views_fulltext=ESM,1
field_alpha_sort/E?search_api_views_fulltext=essex,1
field_alpha_sort/E?search_api_views_fulltext=lynbrook,1
field_alpha_sort/E?search_api_views_fulltext=mining,1
field_alpha_sort/E?search_api_views_fulltext=Yearbook+,1
field_alpha_sort/E/nyh_topic/business-industry,1
field_alpha_sort/E/nyh_topic/business-industry?search_api_views_fulltext=Adirondacks,1
field_alpha_sort/E/nyh_topic/business-industry?search_api_views_fulltext=Mining,1
field_alpha_sort/G?page=10,1
field_alpha_sort/G?search_api_views_fulltext=gideon+granger,1
field_alpha_sort/G?search_api_views_fulltext=Gouverneur+high+school,1
field_alpha_sort/G?search_api_views_fulltext=Gouverneur+Seniors+1964,1
field_alpha_sort/G?search_api_views_fulltext=green+island,1
field_alpha_sort/G?search_api_views_fulltext=Newburgh,1
field_alpha_sort/G?search_api_views_fulltext=year books,1
field_alpha_sort/G/nyh_topic/geography-maps,1
field_alpha_sort/G/nyh_topic/recreation-sports,1
field_alpha_sort/G/nyh_topic/recreation-sports?search_api_views_fulltext=Wilson,1
field_alpha_sort/H?page=15,1
field_alpha_sort/H?search_api_views_fulltext=369,1
field_alpha_sort/H?search_api_views_fulltext=dubois+family,1
field_alpha_sort/H?search_api_views_fulltext=Hellfighterd,1
field_alpha_sort/H?search_api_views_fulltext=Hellfighters,1
field_alpha_sort/H?search_api_views_fulltext=Herkimer,1
field_alpha_sort/H?search_api_views_fulltext=holland+land+company,1
field_alpha_sort/H?search_api_views_fulltext=holy,1
field_alpha_sort/H?search_api_views_fulltext=holy+family+,1
field_alpha_sort/H?search_api_views_fulltext=Infa,1
field_alpha_sort/H?search_api_views_fulltext=New rochelle,1
field_alpha_sort/H/collection_type/yearbooks,1
field_alpha_sort/H/time_period/1810?search_api_views_fulltext=holland land company,1
field_alpha_sort/H/time_period/1810/time_period/1820?search_api_views_fulltext=holland land company,1
field_alpha_sort/I?search_api_views_fulltext=indian+river,1
field_alpha_sort/I/collection_type/yearbooks,1
field_alpha_sort/J?page=3,1
field_alpha_sort/J?page=5,1
field_alpha_sort/J?search_api_views_fulltext=1984,1
field_alpha_sort/J/collection_type/yearbooks?search_api_views_fulltext=,1
field_alpha_sort/K?page=2,1
field_alpha_sort/K?search_api_views_fulltext=knox+memorial&=Go,1
field_alpha_sort/K?search_api_views_fulltext=russell+ny&=Go,1
field_alpha_sort/L?search_api_views_fulltext=Lafargeville+,1
field_alpha_sort/L?search_api_views_fulltext=Lakeland+high+school+yearbook,1
field_alpha_sort/L?search_api_views_fulltext=Lisbon,1
field_alpha_sort/L?search_api_views_fulltext=Lisbon+central+school,1
field_alpha_sort/L?search_api_views_fulltext=Liverpool+High+School,1
field_alpha_sort/L?search_api_views_fulltext=lunar+lander,1
field_alpha_sort/L?search_api_views_fulltext=lyons+ny,1
field_alpha_sort/L?search_api_views_fulltext=St+Lawrence,1
field_alpha_sort/L/collection_type/yearbooks?search_api_views_fulltext=Lisbon central school,1
field_alpha_sort/L/nyh_topic/environment-nature,1
field_alpha_sort/M?page=11,1
field_alpha_sort/M?page=8,1
field_alpha_sort/M?search_api_views_fulltext=Lakeland+Central+School,1
field_alpha_sort/M?search_api_views_fulltext=Mini+sink+valley,1
field_alpha_sort/M?search_api_views_fulltext=yearbook,1
field_alpha_sort/M?search_api_views_fulltext=yearbooks,1
field_alpha_sort/M/time_period/1860,1
field_alpha_sort/M/time_period/1860/time_period/1870,1
field_alpha_sort/M/time_period/1860/time_period/1870/time_period/1880,1
field_alpha_sort/M/time_period/1860/time_period/1870/time_period/1880/time_period/1890,1
field_alpha_sort/N?search_api_views_fulltext=buffalo+&+grand=,1
field_alpha_sort/N?search_api_views_fulltext=erie+county+newspapers,1
field_alpha_sort/N?search_api_views_fulltext=Maps,1
field_alpha_sort/N?search_api_views_fulltext=Maps+1893,1
field_alpha_sort/N?search_api_views_fulltext=mexico,1
field_alpha_sort/N?search_api_views_fulltext=new+haven,1
field_alpha_sort/N?search_api_views_fulltext=new+woodstock,1
field_alpha_sort/N?search_api_views_fulltext=Newfane,1
field_alpha_sort/N?search_api_views_fulltext=Newtown,1
field_alpha_sort/N?search_api_views_fulltext=Niagara+County,1
field_alpha_sort/N?search_api_views_fulltext=Norwood+Norfolk+2001,1
field_alpha_sort/N?search_api_views_fulltext=nrusing,1
field_alpha_sort/N?search_api_views_fulltext=nursing,1
field_alpha_sort/N?search_api_views_fulltext=Nyack,1
field_alpha_sort/O?search_api_views_fulltext=1875+atlas+madison+county,1
field_alpha_sort/O?search_api_views_fulltext=Almshouse+,1
field_alpha_sort/O?search_api_views_fulltext=baldwinsville+new+york,1
field_alpha_sort/O?search_api_views_fulltext=Louis+Draper,1
field_alpha_sort/O?search_api_views_fulltext=Malvestuto+,1
field_alpha_sort/O?search_api_views_fulltext=Munzi,1
field_alpha_sort/O?search_api_views_fulltext=OFA+1976,1
field_alpha_sort/O?search_api_views_fulltext=Ogdensburg+free+academy+yearbook+1982,1
field_alpha_sort/O?search_api_views_fulltext=orange+county,1
field_alpha_sort/O?search_api_views_fulltext=Pfister,1
field_alpha_sort/O?search_api_views_fulltext=Wheeler,1
field_alpha_sort/P?page=10,1
field_alpha_sort/P?page=6,1
field_alpha_sort/P?page=8,1
field_alpha_sort/P?search_api_views_fulltext=1986+High+school+photos,1
field_alpha_sort/P?search_api_views_fulltext=flu+epidemic,1
field_alpha_sort/P?search_api_views_fulltext=influenza,1
field_alpha_sort/P?search_api_views_fulltext=mansions,1
field_alpha_sort/P?search_api_views_fulltext=Midlakds,1
field_alpha_sort/P?search_api_views_fulltext=Midlakes,1
field_alpha_sort/P?search_api_views_fulltext=passino&=Go,1
field_alpha_sort/P?search_api_views_fulltext=Phelps,1
field_alpha_sort/P?search_api_views_fulltext=Plattsburgh+state+yearbook+,1
field_alpha_sort/P?search_api_views_fulltext=Potsdam+high+school,1
field_alpha_sort/P?search_api_views_fulltext=Proctor,1
field_alpha_sort/P?search_api_views_fulltext=PUTNAM,1
field_alpha_sort/P?search_api_views_fulltext=SUNY+potsdam,1
